timestamp,z
2025-09-16T13:08:23.941537,-0.9936065673828125
2025-09-16T13:08:27.958636,-0.99371337890625
2025-09-16T13:08:30.985409,-0.99383544921875
2025-09-16T13:08:34.011384,-0.9922637939453125
2025-09-16T13:08:37.025746,-0.9936981201171875
2025-09-16T13:08:40.067389,-0.9921112060546875
2025-09-16T13:08:44.111779,-0.9933319091796875
2025-09-16T13:08:47.131616,-0.9946441650390625
2025-09-16T13:08:50.160652,-0.9930267333984375
2025-09-16T13:08:53.201019,-0.993011474609375
2025-09-16T13:08:56.235687,-0.99310302734375
2025-09-16T13:08:59.268176,-0.992340087890625
2025-09-16T13:09:02.301537,-0.99267578125
2025-09-16T13:09:05.335454,-0.9936065673828125
2025-09-16T13:09:08.371141,-0.992889404296875
2025-09-16T13:09:11.407365,-0.9915924072265625
2025-09-16T13:09:14.443091,-0.9936370849609375
2025-09-16T13:09:18.496020,-1.2891998291015625
2025-09-16T13:11:18.938541,-0.993927001953125
2025-09-16T13:11:21.974212,-0.9934234619140625
2025-09-16T13:11:25.008163,-0.9937591552734375
2025-09-16T13:11:28.031249,-0.991119384765625
2025-09-16T13:11:31.061721,-0.9927520751953125
2025-09-16T13:11:34.095911,-1.000640869140625
2025-09-16T13:11:37.121444,-0.993377685546875
2025-09-16T13:11:41.140759,-0.9934844970703125
2025-09-16T13:11:44.159917,-0.9901275634765625
2025-09-16T13:11:47.201650,-0.99267578125
2025-09-16T13:11:50.234729,-0.9918060302734375
2025-09-16T13:11:53.251406,-0.9937744140625
2025-09-16T13:11:56.292903,-0.9937896728515625
2025-09-16T13:11:59.323819,-0.99334716796875
2025-09-16T13:12:02.345773,-0.9939422607421875
2025-09-16T13:12:05.362528,-0.9943389892578125
2025-09-16T13:12:08.371797,-0.994537353515625
2025-09-16T13:12:11.404902,-0.99566650390625
2025-09-16T13:12:15.448854,-0.993255615234375
2025-09-16T13:12:18.474197,-0.9926910400390625
2025-09-16T13:12:21.501305,-0.992279052734375
2025-09-16T13:12:24.530985,-0.9938507080078125
2025-09-16T13:12:27.563687,-0.9932861328125
2025-09-16T13:12:30.585442,-0.9933013916015625
2025-09-16T13:12:33.609419,-0.9932708740234375
2025-09-16T13:12:36.635066,-0.9931640625
2025-09-16T13:12:39.673530,-0.9924774169921875
2025-09-16T13:12:42.717947,-0.994140625
2025-09-16T13:12:45.740656,-0.9925384521484375
2025-09-16T13:12:49.766663,-0.9933624267578125
2025-09-16T13:12:52.811195,-0.9936981201171875
2025-09-16T13:12:55.849831,-0.993804931640625
2025-09-16T13:12:58.883855,-0.9929962158203125
2025-09-16T13:13:01.910770,-0.99224853515625
2025-09-16T13:13:04.937695,-0.9915771484375
2025-09-16T13:13:07.963887,-0.9932708740234375
2025-09-16T13:13:10.996025,-0.9937591552734375
2025-09-16T13:13:14.037494,-0.994873046875
2025-09-16T13:13:17.056224,-0.9947509765625
2025-09-16T13:13:20.073035,-0.9909515380859375
2025-09-16T13:13:24.116437,-0.992034912109375
2025-09-16T13:13:27.150581,-0.9920196533203125
2025-09-16T13:13:30.176030,-0.9934234619140625
2025-09-16T13:13:33.213930,-0.99505615234375
2025-09-16T13:13:36.235620,-0.992889404296875
2025-09-16T13:13:39.256317,-0.9936370849609375
2025-09-16T13:13:42.285199,-0.9945526123046875
2025-09-16T13:13:45.324254,-0.9942626953125
2025-09-16T13:13:48.359205,-0.9906768798828125
2025-09-16T13:13:51.398518,-0.9921112060546875
2025-09-16T13:13:59.837324,-0.9941253662109375
2025-09-16T13:14:02.860119,-0.9946136474609375
2025-09-16T13:14:05.879910,-0.9920196533203125
2025-09-16T13:14:08.916237,-0.9921417236328125
2025-09-16T13:14:11.925792,-0.9947052001953125
2025-09-16T13:14:14.958502,-0.993988037109375
2025-09-16T13:14:17.996767,-0.9937744140625
2025-09-16T13:14:22.031016,-0.9932708740234375
2025-09-16T13:14:25.069596,-0.993499755859375
2025-09-16T13:14:28.089532,-0.995574951171875
2025-09-16T13:14:31.133911,-0.9943389892578125
2025-09-16T13:14:34.168020,-0.9920654296875
2025-09-16T13:14:36.180302,-0.994140625
2025-09-16T13:14:39.212248,-0.9934234619140625
2025-09-16T13:14:42.242452,-0.9935150146484375
2025-09-16T13:14:45.270092,-0.9925537109375
2025-09-16T13:14:48.287673,-0.9940948486328125
2025-09-16T13:14:51.314449,-0.991424560546875
2025-09-16T13:14:55.341880,-0.9936370849609375
2025-09-16T13:14:58.376014,-0.99383544921875
2025-09-16T13:15:01.386492,-0.9919586181640625
2025-09-16T13:15:04.415174,-0.9971771240234375
2025-09-16T13:15:07.422990,-0.992950439453125
2025-09-16T13:15:10.450479,-0.992156982421875
2025-09-16T13:15:13.487636,-0.9939117431640625
2025-09-16T13:15:16.531033,-0.994720458984375
2025-09-16T13:15:19.574661,-0.9916839599609375
2025-09-16T13:15:22.603446,-0.993560791015625
2025-09-16T13:15:26.647821,-0.9242095947265625
2025-09-16T13:15:29.673854,-0.9944305419921875
2025-09-16T13:15:32.686116,-0.9940338134765625
2025-09-16T13:15:35.728591,-0.9952239990234375
2025-09-16T13:15:38.756363,-0.993682861328125
2025-09-16T13:15:41.776291,-0.9944305419921875
2025-09-16T13:15:44.786720,-0.9924774169921875
2025-09-16T13:15:47.810074,-0.992584228515625
2025-09-16T13:15:50.840101,-0.993804931640625
2025-09-16T13:15:53.872981,-0.9932861328125
2025-09-16T13:15:56.905752,-0.9926605224609375
2025-09-16T13:16:00.935203,-0.991973876953125
2025-09-16T13:16:03.961859,-0.993988037109375
2025-09-16T13:16:06.989897,-0.99365234375
2025-09-16T13:16:10.028031,-0.9942779541015625
2025-09-16T13:16:13.037636,-0.9947357177734375
2025-09-16T13:16:16.066398,-0.9927978515625
2025-09-16T13:16:19.091035,-0.993896484375
2025-09-16T13:16:22.132067,-0.9950714111328125
2025-09-16T13:16:25.175856,-0.9922332763671875
2025-09-16T13:16:28.218690,-0.9926910400390625
2025-09-16T13:16:31.250701,-1.000030517578125
2025-09-16T13:16:35.282931,-0.993408203125
2025-09-16T13:16:38.325378,-0.99365234375
2025-09-16T13:16:41.370119,-0.9928131103515625
2025-09-16T13:16:44.413997,-0.99493408203125
2025-09-16T13:16:47.438859,-0.99267578125
2025-09-16T13:16:50.467065,-0.994476318359375
2025-09-16T13:16:53.493843,-0.9930877685546875
2025-09-16T13:16:56.523485,-0.9913177490234375
2025-09-16T13:16:59.551526,-0.993194580078125
2025-09-16T13:17:02.588610,-0.994110107421875
2025-09-16T13:17:06.632242,-0.994293212890625
2025-09-16T13:17:09.654307,-0.9941558837890625
2025-09-16T13:17:12.678987,-0.9937286376953125
2025-09-16T13:17:15.708647,-0.993865966796875
2025-09-16T13:17:18.737250,-0.9928436279296875
2025-09-16T13:17:21.759709,-0.9927520751953125
2025-09-16T13:17:24.791275,-0.994720458984375
2025-09-16T13:17:27.817896,-0.992706298828125
2025-09-16T13:17:30.851163,-0.9939422607421875
2025-09-16T13:17:33.882823,-0.9945220947265625
2025-09-16T13:17:36.898176,-0.99249267578125
2025-09-16T13:17:40.935875,-0.991851806640625
2025-09-16T13:17:43.949384,-0.9917449951171875
2025-09-16T13:17:46.982400,-0.9942474365234375
2025-09-16T13:17:50.001384,-0.99017333984375
2025-09-16T13:17:53.018902,-0.9930267333984375
2025-09-16T13:17:56.049794,-0.9951171875
2025-09-16T13:17:59.074977,-0.988800048828125
2025-09-16T13:18:02.086386,-0.9896240234375
2025-09-16T13:18:05.111201,-0.994232177734375
2025-09-16T13:18:08.121573,-0.9946441650390625
2025-09-16T13:18:11.156712,-0.9940643310546875
2025-09-16T13:18:15.175176,-0.993133544921875
2025-09-16T13:18:18.207656,-0.993072509765625
2025-09-16T13:18:21.239022,-0.9933319091796875
2025-09-16T13:18:24.268621,-0.99493408203125
2025-09-16T13:18:27.309361,-0.991607666015625
2025-09-16T13:18:30.330153,-0.995086669921875
2025-09-16T13:18:33.349334,-0.995025634765625
2025-09-16T13:18:36.356592,-0.9951171875
2025-09-16T13:18:39.381459,-0.9935150146484375
2025-09-16T13:18:42.417143,-0.9931182861328125
2025-09-16T13:18:45.444279,-0.993927001953125
2025-09-16T13:18:48.465189,-0.98919677734375
2025-09-16T13:18:52.481257,-0.992218017578125
2025-09-16T13:18:55.496264,-0.9931793212890625
2025-09-16T13:18:58.517326,-0.9925537109375
2025-09-16T13:19:01.534348,-0.993377685546875
2025-09-16T13:19:04.559502,-0.9927520751953125
2025-09-16T13:19:07.602318,-0.99365234375
2025-09-16T13:19:10.625118,-0.99517822265625
2025-09-16T13:19:13.636399,-0.9935150146484375
2025-09-16T13:19:16.660375,-0.9916839599609375
2025-09-16T13:19:19.681512,-0.993499755859375
2025-09-16T13:19:22.717116,-0.99322509765625
2025-09-16T13:19:26.767012,-0.992095947265625
2025-09-16T13:19:29.779414,-0.9936065673828125
2025-09-16T13:19:32.810129,-0.991973876953125
2025-09-16T13:19:35.835624,-0.9923095703125
2025-09-16T13:19:38.863321,-0.9923858642578125
2025-09-16T13:19:41.884281,-0.993438720703125
2025-09-16T13:19:44.912618,-0.9933319091796875
2025-09-16T13:19:47.932542,-0.9926910400390625
2025-09-16T13:19:50.956675,-0.9940185546875
2025-09-16T13:19:53.978369,-0.9929962158203125
2025-09-16T13:19:57.002878,-0.992095947265625
2025-09-16T13:20:01.031543,-0.9936676025390625
2025-09-16T13:20:04.064343,-0.9945831298828125
2025-09-16T13:20:07.083178,-0.9936065673828125
2025-09-16T13:20:10.116997,-0.9939117431640625
2025-09-16T13:20:13.161587,-0.9938201904296875
2025-09-16T13:20:16.190080,-0.992706298828125
2025-09-16T13:20:19.214347,-0.9922332763671875
2025-09-16T13:20:22.251182,-0.9939117431640625
2025-09-16T13:20:25.288191,-0.9957122802734375
